AudienceID,LotameID,y,Name,Type,fullVisitorId,browser,operatingSystem,operatingSystemVersion,isMobile,mobileDeviceBranding,mobileDeviceModel,mobileInputSelector,mobileDeviceInfo,mobileDeviceMarketingName,screenResolution,language,continent,subContinent,country,region,city,sec,sub_sec,pageTitle,url,onPageTime,nextTime,user_active_days,total_visit_counts,total_unique_session,total_time_spent,time_spent_per_session,timeOnPage,GAClientId,cookie_id
809024,12d06ce43d7209a4c050891b0c4762eb,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,6551422275997462671,Chrome,Android,10,True,Huawei,YAL-L21,touchscreen,Huawei YAL-L21 Honor 20,Honor 20,360x780,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Rawang,/lifestyle/,/sunday-vibes/,You might want to marry my husband: Yap Swi Neo enthrals with her nostalgic reflections,https://www.nst.com.my/lifestyle/sunday-vibes/2022/03/783491/you-might-want-marry-my-husband-yap-swi-neo-enthrals-her,1064,64100,9,348,15,3614.0,395.0,63036,1525371865.1583935631,+nXupYuriEF78TNM
809024,12d06ce43d7209a4c050891b0c4762eb,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,6551422275997462671,Chrome,Android,10,True,Huawei,YAL-L21,touchscreen,Huawei YAL-L21 Honor 20,Honor 20,360x780,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Rawang,/sports/,/badminton/,BAM door always open for former World No 1,https://www.nst.com.my/sports/badminton/2022/04/786347/bam-door-always-open-former-world-no-1,64100,190095,9,348,15,3614.0,395.0,125995,1525371865.1583935631,+nXupYuriEF78TNM
809024,12d06ce43d7209a4c050891b0c4762eb,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,6551422275997462671,Chrome,Android,10,True,Huawei,YAL-L21,touchscreen,Huawei YAL-L21 Honor 20,Honor 20,360x780,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Rawang,/news/,/nation/,Driver survives as car plunges 80m into ravine at Genting Highlands,https://www.nst.com.my/news/nation/2022/04/786269/driver-survives-car-plunges-80m-ravine-genting-highlands,190095,336740,9,348,15,3614.0,395.0,146645,1525371865.1583935631,+nXupYuriEF78TNM
809024,12d06ce43d7209a4c050891b0c4762eb,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,6551422275997462671,Chrome,Android,10,True,Huawei,YAL-L21,touchscreen,Huawei YAL-L21 Honor 20,Honor 20,360x780,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Rawang,/news/,/nation/,"UiTM: Prof Dr Roshana Takim suspended pending effective, orderly probe",https://www.nst.com.my/news/nation/2022/04/785206/uitm-prof-dr-roshana-takim-suspended-pending-effective-orderly-probe,347,83318,9,348,15,3614.0,142.0,82971,1525371865.1583935631,+nXupYuriEF78TNM
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/business,,New Straits Times,https://www.nst.com.my/business,118,13583,15,760,19,4496.0,90.0,13465,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/sports/,/badminton,New Straits Times,https://www.nst.com.my/sports/badminton,13583,29798,15,760,19,4496.0,90.0,16215,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/business,,New Straits Times,https://www.nst.com.my/business,105,37122,15,760,19,4496.0,212.0,37017,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports/,/badminton/,Tze Yong eyes world meet debut,https://www.nst.com.my/sports/badminton/2022/04/786622/tze-yong-eyes-world-meet-debut,37122,109175,15,760,19,4496.0,212.0,72053,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports/,/badminton/,V Shem-Juan Shen end winless streak,https://www.nst.com.my/sports/badminton/2022/04/786624/v-shem-juan-shen-end-winless-streak,109175,152162,15,760,19,4496.0,212.0,42987,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/news/,/crime-courts/,"Woman in KK car chase incident jailed five years, fined for various offences",https://www.nst.com.my/news/crime-courts/2022/04/786530/woman-kk-car-chase-incident-jailed-five-years-fined-various,175,75975,15,760,19,4496.0,136.0,75800,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/business,,New Straits Times,https://www.nst.com.my/business,163,15723,15,760,19,4496.0,75.0,15560,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation,New Straits Times,https://www.nst.com.my/news/nation,15723,75368,15,760,19,4496.0,75.0,59645,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports,,New Straits Times,https://www.nst.com.my/sports,155,13952,15,760,19,4496.0,135.0,13797,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports/,/badminton/,Head-to-head solution,https://www.nst.com.my/sports/badminton/2022/04/786929/head-head-solution,13952,75110,15,760,19,4496.0,135.0,61158,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports/,/badminton/,Head-to-head solution,https://www.nst.com.my/sports/badminton/2022/04/786929/head-head-solution,75110,78235,15,760,19,4496.0,135.0,3125,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports,,New Straits Times,https://www.nst.com.my/sports,78235,93225,15,760,19,4496.0,135.0,14990,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports/,/football/,KL City see red,https://www.nst.com.my/sports/football/2022/04/786919/kl-city-see-red,93225,111274,15,760,19,4496.0,135.0,18049,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/world/,/world/,S. Korea fires barrage of missiles in response to N. Korea ICBM: Military,https://www.nst.com.my/world/world/2022/03/782824/s-korea-fires-barrage-missiles-response-n-korea-icbm-military,390,10767,15,760,19,4496.0,50.0,10377,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/sports/,/football/,Italian police seize documents in Juventus accounting probe,https://www.nst.com.my/sports/football/2022/03/782826/italian-police-seize-documents-juventus-accounting-probe,10767,30461,15,760,19,4496.0,50.0,19694,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/politics/,Umno refuses to confirm if Pas and Bersatu will attend Umno general assembly,https://www.nst.com.my/news/politics/2022/03/779971/umno-refuses-confirm-if-pas-and-bersatu-will-attend-umno-general,353,35487,15,760,19,4496.0,255.0,35134,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/politics/,Hasni will know whether he is the 19th Johor menteri besar this evening,https://www.nst.com.my/news/politics/2022/03/779962/hasni-will-know-whether-he-19th-johor-menteri-besar-evening,35487,147426,15,760,19,4496.0,255.0,111939,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/politics/,Opposition must unite or forget about winning in GE15,https://www.nst.com.my/news/politics/2022/03/779973/opposition-must-unite-or-forget-about-winning-ge15,147426,255316,15,760,19,4496.0,255.0,107890,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/business,,New Straits Times,https://www.nst.com.my/business,142,16519,15,760,19,4496.0,99.0,16377,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/sports,,New Straits Times,https://www.nst.com.my/sports,16519,39643,15,760,19,4496.0,99.0,23124,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Johor,Johor Bahru,/business,,New Straits Times,https://www.nst.com.my/business,120,13213,15,760,19,4496.0,13.0,13093,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/politics/,"Zahid: Tok Mail will strengthen government, Tok Mat and I will strengthen Umno",https://www.nst.com.my/news/politics/2022/03/781154/zahid-tok-mail-will-strengthen-government-tok-mat-and-i-will-strengthen,503,42095,15,760,19,4496.0,123.0,41592,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/politics/,"Not Umno's fault, says Zahid",https://www.nst.com.my/news/politics/2022/03/781140/not-umnos-fault-says-zahid,42095,79552,15,760,19,4496.0,123.0,37457,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/politics/,Zahid at Umno general assembly: Abah kau,https://www.nst.com.my/news/politics/2022/03/781142/zahid-umno-general-assembly-abah-kau,79552,123245,15,760,19,4496.0,123.0,43693,161282953.1586164891,rT//ChbkBxYr6P4b
809023,5c0da43ae39ee33d96147196c726d45c,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,692705010123469979,Chrome,Windows,10,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Negeri Sembilan,Seremban,/business,,New Straits Times,https://www.nst.com.my/business,118,12478,15,760,19,4496.0,12.0,12360,161282953.1586164891,rT//ChbkBxYr6P4b
818744,5c67441c326f3fb34385f540ddf8b42b,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,7184916543212373337,Chrome,Android,7.1.1,True,OPPO,CPH1801,touchscreen,OPPO CPH1801 A71 (2018),A71 (2018),360x640,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/mi-sup-juadah-terakhir-ibu-maut-selepas-tertelan-gigi-palsu-dia-berhenti-makan-pada-suapan-kelima,,"Mi Sup Juadah Terakhir, Ibu Maut Selepas Tertelan Gigi Palsu – 'Dia Berhenti Makan Pada Suapan Kelima'",https://ohbulan.com/mi-sup-juadah-terakhir-ibu-maut-selepas-tertelan-gigi-palsu-dia-berhenti-makan-pada-suapan-kelima,0,503350,4,48,4,1886.0,580.0,503350,1672868743.1526744409,BI7C0Ao86U6kDvdK
818744,5c67441c326f3fb34385f540ddf8b42b,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,7184916543212373337,Chrome,Android,7.1.1,True,OPPO,CPH1801,touchscreen,OPPO CPH1801 A71 (2018),A71 (2018),360x640,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/wanita-dirogol-6-lelaki-di-hadapan-suami-2-orang-anak-ketika-dalam-perjalanan-pulang-dari-kebun,,Wanita Dirogol 6 Lelaki Di Hadapan Suami & 2 Orang Anak Ketika Dalam Perjalanan Pulang Dari Kebun,https://ohbulan.com/wanita-dirogol-6-lelaki-di-hadapan-suami-2-orang-anak-ketika-dalam-perjalanan-pulang-dari-kebun,503350,520151,4,48,4,1886.0,580.0,16801,1672868743.1526744409,BI7C0Ao86U6kDvdK
818744,4e1306be222f99e3bcb4107acde82a41,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,7213995735327719279,Chrome,Android,11,True,Samsung,SM-A505F,touchscreen,Samsung SM-A505F Galaxy A50,Galaxy A50,412x892,en-gb,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,Rising costs push up buffet prices,https://www.nst.com.my/news/nation/2022/04/787223/rising-costs-push-buffet-prices,3239,157249,6,82,7,766.0,213.0,154010,1679639270.1600405359,WewkoS58+YOSs98l
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/,,New Straits Times,https://www.nst.com.my/,2100,213559,4,433,5,2230.0,236.0,211459,1748434411.1591529147,AVm4fTRO3379FouC
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/search?keywords=seniman agung,,Search results | New Straits Times,https://www.nst.com.my/search?keywords=seniman agung,213559,223667,4,433,5,2230.0,236.0,10108,1748434411.1591529147,AVm4fTRO3379FouC
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/search?keywords=seniman agung&page=1,,Search results | New Straits Times,https://www.nst.com.my/search?keywords=seniman agung&page=1,223667,236389,4,433,5,2230.0,236.0,12722,1748434411.1591529147,AVm4fTRO3379FouC
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/,,New Straits Times,https://www.nst.com.my/,134,16877,4,433,5,2230.0,77.0,16743,1748434411.1591529147,AVm4fTRO3379FouC
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/,,New Straits Times,https://www.nst.com.my/,4412,355959,4,433,5,2230.0,416.0,351547,1748434411.1591529147,AVm4fTRO3379FouC
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/,,New Straits Times,https://www.nst.com.my/,118,16820,4,433,5,2230.0,77.0,16702,1748434411.1591529147,AVm4fTRO3379FouC
809024,ff7d9bc49e70bbec440c0ddabe2331a9,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7509468616037551803,Chrome,Windows,10,False,,,,(not set),,1603x902,en-us,Asia,Southeast Asia,Malaysia,Penang,Sungai Jawi,/,,New Straits Times,https://www.nst.com.my/,127,12609,4,433,5,2230.0,73.0,12482,1748434411.1591529147,AVm4fTRO3379FouC
809024,e995aeab273dda4d1141e5a45e2bd2c7,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7690537217390029182,Chrome,Android,9,True,Huawei,MHA-L29,touchscreen,Huawei MHA-L29 Mate 9,Mate 9,360x640,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Puchong,/property/,/2022/,"Malaysia Grand Baz[REDACTED EMAIL]C, KL's 1st artisanal mall, will open on Thursday",https://www.nst.com.my/property/2022/03/784011/malaysia-grand-bazaar-bbcc-kls-1st-artisanal-mall-will-open-thursday,1921,161574,2,161,3,626.0,170.0,159653,1790592730.1584671102,tfUczLD9sspEKcyL
809024,e995aeab273dda4d1141e5a45e2bd2c7,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,7690537217390029182,Chrome,Android,9,True,Huawei,MHA-L29,touchscreen,Huawei MHA-L29 Mate 9,Mate 9,360x640,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Puchong,/lifestyle/,/groove/,#Showbiz: World-class concert venue Zepp KL to open next year,https://www.nst.com.my/lifestyle/groove/2021/12/750628/showbiz-world-class-concert-venue-zepp-kl-open-next-year,161574,169941,2,161,3,626.0,170.0,8367,1790592730.1584671102,tfUczLD9sspEKcyL
809023,3b38eef712380c24bcc8d45e486b2cd2,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,7791512353778719940,Chrome,Android,9,True,Samsung,SM-N950F,touchscreen,Samsung SM-N950F Galaxy Note8,Galaxy Note8,412x846,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Kajang,/news/,/crime-courts/,Masterchef Malaysia finalist's bail application in murder case dismissed,https://www.nst.com.my/news/crime-courts/2022/03/784894/masterchef-malaysia-finalists-bail-application-murder-case,2371,129766,6,72,9,1542.0,186.0,127395,1814102836.1577868484,CESlrHLkWT4KhQxW
809023,3b38eef712380c24bcc8d45e486b2cd2,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,7791512353778719940,Chrome,Android,9,True,Samsung,SM-N950F,touchscreen,Samsung SM-N950F Galaxy Note8,Galaxy Note8,412x846,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Kajang,/sports/,/badminton/,Bright day for Malaysian shuttlers at Covid-hit Swiss Open,https://www.nst.com.my/sports/badminton/2022/03/782415/bright-day-malaysian-shuttlers-covid-hit-swiss-open,2722,106081,6,72,9,1542.0,193.0,103359,1814102836.1577868484,CESlrHLkWT4KhQxW
809023,3b38eef712380c24bcc8d45e486b2cd2,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,7791512353778719940,Chrome,Android,9,True,Samsung,SM-N950F,touchscreen,Samsung SM-N950F Galaxy Note8,Galaxy Note8,412x846,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Kajang,/sports/,/badminton/,Rocky international road for the pros,https://www.nst.com.my/sports/badminton/2022/03/782002/rocky-international-road-pros,106081,137666,6,72,9,1542.0,193.0,31585,1814102836.1577868484,CESlrHLkWT4KhQxW
809023,3b38eef712380c24bcc8d45e486b2cd2,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,7791512353778719940,Chrome,Android,9,True,Samsung,SM-N950F,touchscreen,Samsung SM-N950F Galaxy Note8,Galaxy Note8,412x846,en-gb,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/crime-courts/,"Scammer gets 5 sen instead of RM1k, curses victim",https://www.nst.com.my/news/crime-courts/2022/03/782076/scammer-gets-5-sen-instead-rm1k-curses-victim,3108,128232,6,72,9,1542.0,185.0,125124,1814102836.1577868484,CESlrHLkWT4KhQxW
818744,e13ba35e626d2ac9c3225b63678e0cbe,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,8017158308472743718,Chrome,Android,11,True,Vivo,1818,touchscreen,Vivo 1818 V15 Pro,V15 Pro,360x780,en-us,Asia,Southeast Asia,Malaysia,Selangor,Puchong,/rayahavoc2022/,/,Raya Havoc 2022,https://ohbulan.com/rayahavoc2022/,0,7914,8,1023,11,294.0,8.0,7914,amp-RZsz4i8LNVigtMSm94AHOEocbGSBqmFm2xWAJjjpixpx283wXeq9Kq9ko0scKnpH,3ivp9jx8YH77gDLG
818744,e13ba35e626d2ac9c3225b63678e0cbe,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,8017158308472743718,Chrome,Android,11,True,Vivo,1818,touchscreen,Vivo 1818 V15 Pro,V15 Pro,360x780,en-us,Asia,Southeast Asia,Malaysia,Selangor,Puchong,/foto-28-idea-bento-buat-bekalan-anak-anda-ke-sekolah-sedapnya/,/amp,Idea Bento Buat Bekalan Anak Anda Ke Sekolah,https://ohbulan.com/foto-28-idea-bento-buat-bekalan-anak-anda-ke-sekolah-sedapnya/amp,0,139049,8,1023,11,294.0,139.0,139049,amp-RZsz4i8LNVigtMSm94AHOEocbGSBqmFm2xWAJjjpixpx283wXeq9Kq9ko0scKnpH,3ivp9jx8YH77gDLG
818744,fd3739a65e55a34c9776bba6c99c3b10,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,813792202749352268,Chrome,Windows,8.1,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Labuan Federal Territory,Labuan,/,,OHBULAN! - Laman Socialtainment No 1 Malaysia,https://ohbulan.com/,0,49427,7,209,7,763.0,105.0,49427,189475762.1574672716,CkoPLxHDl2N4ZcTd
818744,fd3739a65e55a34c9776bba6c99c3b10,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,813792202749352268,Chrome,Windows,8.1,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Labuan Federal Territory,Labuan,/krisdayanti-bayar-yuran-mahal-untuk-dua-anak-kantin-sekolah-jadi-tumpuan-ramai-menu-makanan-mewah-tak-boleh-jual-jajan,,"Krisdayanti Bayar Yuran Mahal Untuk Dua Anak, Kantin Sekolah Jadi Tumpuan Ramai – 'Menu Makanan Mewah & Tak Boleh Jual Jajan'",https://ohbulan.com/krisdayanti-bayar-yuran-mahal-untuk-dua-anak-kantin-sekolah-jadi-tumpuan-ramai-menu-makanan-mewah-tak-boleh-jual-jajan,49427,104718,7,209,7,763.0,105.0,55291,189475762.1574672716,CkoPLxHDl2N4ZcTd
818744,fd3739a65e55a34c9776bba6c99c3b10,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,813792202749352268,Chrome,Windows,8.1,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Labuan Federal Territory,Labuan,/,,OHBULAN! - Laman Socialtainment No 1 Malaysia,https://ohbulan.com/,0,71601,7,209,7,763.0,131.0,71601,189475762.1574672716,CkoPLxHDl2N4ZcTd
818744,fd3739a65e55a34c9776bba6c99c3b10,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,813792202749352268,Chrome,Windows,8.1,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Labuan Federal Territory,Labuan,/,,OHBULAN! - Laman Socialtainment No 1 Malaysia,https://ohbulan.com/,0,63158,7,209,7,763.0,93.0,63158,189475762.1574672716,CkoPLxHDl2N4ZcTd
809024,196c30f4cdae19dd70c4d634a38b6b37,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,8547876345369880910,Chrome,Android,11,True,Samsung,SM-N975F,touchscreen,Samsung SM-N975F Galaxy Note10+,Galaxy Note10+,360x760,en-us,Asia,Southeast Asia,Malaysia,Selangor,Telok Panglima Garang,/my/,/makan/,This Charming Restaurant & Speakeasy Is In A 95-Year-Old Building In Chinatown,https://says.com/my/makan/crane-restaurant-speakeasy-95-year-old-building-in-chinatown,0,243614,5,129,5,2027.0,295.0,243614,1990207551.1572628814,VHciCTdcN8uLLIy0
